source	forward	forward	forward	forward	forward	forward	backward	backward	backward	backward	backward	backward
čiperka	chipper	Chipper	aanschakeling	чиппер	alegre	déchiqueter	Chipper	#VALUE!	beztrestnost	Chipper	veselý	Shred
čivavka	chihuahua	Chihuahua	Chihuahua	чихуахуа	chihuahua	chihuahua	Chihuahua	#VALUE!	Chihuahua	Chihuahua	Chihuahua	Chihuahua
čičorenka	chicorenka	Chicorenka	Chicorenka	Чикоренка	chicorenka	chicorenka	Chicorenka	Chicorena	Chicorska	Chicorenka	Chicorenka	Chicorenka
čičorečka	chicorečka	Chicorečka	Chicorečka	Чикоречка	chicorečka	Chicorečka	Chicorečka	Chicorečka	Chicorečka	Chicorechka	Chicorečka	Chico
čižmička	punch	schlagen	stoot	ударить кулаком	puñetazo	coup de poing	rána pěstí	#VALUE!	narazit	zasáhnout pěstí	rána pěstí	rána pěstí
článek	article	Artikel	artikel	статья	artículo	article	článek	#VALUE!	článek	článek	Článek	článek
článeček	article	Artikel	artikel	статья	artículo	article	článek	#VALUE!	článek	článek	Článek	článek
človíček	man	Mann	Mens	человек	hombre	homme	muž	#VALUE!	Muž	člověk	muži	muž
člunek	shuttle	pendeln	shuttle	шаттл	lanzadera	Navette	kyvadlová doprava	#VALUE!	kyvadlová doprava	kyvadlová doprava	kyvadlová doprava	Kyvadlový autobus
čluneček	boat	Boot	boot	лодка	barco	bateau	loď	#VALUE!	loď	loď	loď	loď
čmelík	bumble	Hummel	stommelen	шмель	andar de forma vacilante	bourdonner	Bumble	#VALUE!	klopýtání	čmelák	Bumble	bzučet
čmeláček	bumblebee	Hummel	hommel	Шмель	abejorro	bourdon	čmelák	#VALUE!	Čmelák	Čmelák	čmelák	Bourdone
čmuchálek	chick	Küken	kuiken	птенца	polluelo	poussin	kuřátko	#VALUE!	džbány	kuřátko	kuřátko	kuřátko
čárečka	line	Linie	lijn	линия	línea	ligne	čára	#VALUE!	čára	čára	čára	čára
čoklík	poolet	Poolet	poolet	бассейн	piscina	piscine	Polelet	#VALUE!	Polelet	plavecký bazén	plavecký bazén	plavecký bazén
čoklíček	poolet	Poolet	poolet	бассейн	piscina	piscine	Polelet	#VALUE!	Polelet	plavecký bazén	plavecký bazén	plavecký bazén
čokoládka	chocolate	Schokolade	chocola	шоколад	chocolate	Chocolat	čokoláda	čokoláda	čokoláda	čokoláda	čokoláda	Čokoláda
čokoládička	chocolate	Schokolade	chocola	шоколад	chocolate	Chocolat	čokoláda	čokoláda	čokoláda	čokoláda	čokoláda	Čokoláda
čoudek	chuck	Futter	koker	патрон	arrojar	mandrin	Chuck	#VALUE!	Sporák	kazeta	házet	Mandrel
čočička	lens	Linse	lens	объектив	lente	lentille	objektiv	#VALUE!	objektiv	objektiv	objektiv	objektiv
čočovička	lens	Linse	lens	объектив	lente	lentille	objektiv	#VALUE!	objektiv	objektiv	objektiv	objektiv
črtka	sketch	skizzieren	schetsen	набросок	bosquejo	esquisser	skica	skica	skica	skica	Skica	skica
náčrtek	sketch	skizzieren	schetsen	набросок	bosquejo	esquisser	skica	skica	skica	skica	Skica	skica
čtveračinka	square	Quadrat	vierkant	площадь	cuadrado	carré	náměstí	#VALUE!	náměstí	náměstí	náměstí	náměstí
čtvereček	square	Quadrat	vierkant	площадь	cuadrado	carré	náměstí	#VALUE!	náměstí	náměstí	náměstí	náměstí
čtverčík	square	Quadrat	vierkant	площадь	cuadrado	carré	náměstí	#VALUE!	náměstí	náměstí	náměstí	náměstí
čtveráček	square	Quadrat	vierkant	площадь	cuadrado	carré	náměstí	#VALUE!	náměstí	náměstí	náměstí	náměstí
čtvrthodinka	quarter-hour	Viertelstunde	kwartier	четверть-чай	un cuarto de hora	un quart d'heure	Čtvrtina-Hour	Čtvrt z hodiny	čtvrťák	Čtvrtina-Chi	patnáct minut	čtvrt hodiny
čtvrtečka	quarter	Quartal	kwartaal	четверть	cuarto	trimestre	čtvrťák	#VALUE!	čtvrťák	čtvrťák	Čtvrtý	trimestr
čtvrtička	quarter	Quartal	kwartaal	четверть	cuarto	trimestre	čtvrťák	#VALUE!	čtvrťák	čtvrťák	Čtvrtý	trimestr
čtvrtníček	quarter	Quartal	kwartaal	четверть	cuarto	trimestre	čtvrťák	#VALUE!	čtvrťák	čtvrťák	Čtvrtý	trimestr
čtyráček	four	vier	vier	четыре	cuatro	quatre	čtyři	#VALUE!	čtyři	čtyři	čtyři	čtyři
čtyřdomek	quadruple	vervierfachen	verviervoudigen	четырехкратный	cuadruplicar	quadruple	čtyřnásobek	čtyřnásobek	čtyřnásobek	čtyřikrát	čtyřnásobek	čtyřnásobek
čtyřkiláček	quadrice	Quadrize	quadrice	квадратный	cuátil	quadririce	čtyřhlavý	#VALUE!	čtyřhlavý	náměstí	Cuetic	Quadric
čtyřkorunovka	four-crown	Vier-Crown	vier-kroon	четыре	cuatro coronas	quatre couronnes	Čtyři-Crown	Čtyři korupce	Čtyři-roony	čtyři	Čtyři koruny	Čtyři koruny
čtyřsedátko	four-seater	Vierer	Vierzit	Четыре-пример	cuatro a cuatro	quatre vendus	Čtyři-seater	#VALUE!	Čtyři	Čtyři jsou příkladem	čtyři až čtyři	čtyři prodány
čtyřtunka	quadruple	vervierfachen	verviervoudigen	четырехкратный	cuadruplicar	quadruple	čtyřnásobek	čtyřnásobek	čtyřnásobek	čtyřikrát	čtyřnásobek	čtyřnásobek
čubka	bitch	Hündin	teef	сука	perra	chienne	fena	#VALUE!	fena	fena	fena	fena
čubička	bitch	Hündin	teef	сука	perra	chienne	fena	#VALUE!	fena	fena	fena	fena
čudlík	pump	Pumpe	pomp	насос	bomba	pompe	čerpadlo	#VALUE!	čerpadlo	čerpadlo	bombardovat	čerpadlo
čumáček	nose	Nase	neus	нос	nariz	nez	nos	#VALUE!	nos	nos	nos	nos
čunčátko	chick	Küken	kuiken	птенца	polluelo	poussin	kuřátko	#VALUE!	džbány	kuřátko	kuřátko	kuřátko
čuníček	chill	Ausruhen	killen	холод	enfriar	froideur	chlad	#VALUE!	zabít	Studený	chladný	chlad
čuňárnička	chick	Küken	kuiken	птенца	polluelo	poussin	kuřátko	#VALUE!	džbány	kuřátko	kuřátko	kuřátko
čuňátko	chick	Küken	kuiken	птенца	polluelo	poussin	kuřátko	#VALUE!	džbány	kuřátko	kuřátko	kuřátko
čupřinka	chopper	Hubschrauber	bijl	топпер	helicóptero	hachoir	vrtulník	helikoptéra	sekera	Topper	helikoptéra	vrtulník
čutorka	chutor	Chutor	chutor	причудливый	chutor	chutor	Chutor	#VALUE!	Chutor	bizarní	Chuter	Chutor
čuňačinka	chick	Küken	kuiken	птенца	polluelo	poussin	kuřátko	#VALUE!	džbány	kuřátko	kuřátko	kuřátko
čápek	stork	Storch	ooievaar	аист	cigüeña	cigogne	čáp	#VALUE!	čáp	čáp	čáp	čáp
čápátko	stor	Stor	opslaat	стойкий	agitador	stock	stor	#VALUE!	Uložit	trvalé	míchačka	skladem
součástka	component	Komponente	onderdeel	составная часть	componente	composant	komponent	komponent	živel	komponent	komponent	tvořící
účastek	participation	Beteiligung	deelname	участие	participación	participation	účast	účast	účast	účast	kůl	účast
částička	particle	Partikel	deeltje	частица	partícula	particule	částice	#VALUE!	částice	částice	částice	částice
částka	amount	Menge	hoeveelheid	количество	Monto	montant	množství	#VALUE!	Množství	množství	Množství	množství
částečka	particle	Partikel	deeltje	частица	partícula	particule	částice	#VALUE!	částice	částice	částice	částice
číselníček	dial	wählen	wijzerplaat	набирать номер	marcar	cadran	vytočit	#VALUE!	vytočit	vytočit	klíště	vytočit
číslička	number	Nummer	nummer	количество	número	Numéro	číslo	#VALUE!	číslo	množství	číslo	Číslo
čísílko	number	Nummer	nummer	количество	número	Numéro	číslo	#VALUE!	číslo	množství	číslo	Číslo
číslíčko	number	Nummer	nummer	количество	número	Numéro	číslo	#VALUE!	číslo	množství	číslo	Číslo
počteníčko	reader	Leser	lezer	читатель	lector	lecteur	čtenář	#VALUE!	čtenář	čtenář	čtenář	čtenář
čteníčko	reader	Leser	lezer	читатель	lector	lecteur	čtenář	#VALUE!	čtenář	čtenář	čtenář	čtenář
čítárnička	reading room	Lesezimmer	Lees Kamer	читальный зал	Sala de lectura	salle de lecture	čítárna	čítárna	Čítárna	čítárna	Čítárna	čítárna
číška	chick	Küken	kuiken	птенца	polluelo	poussin	kuřátko	#VALUE!	džbány	kuřátko	kuřátko	kuřátko
čížeček	lane	Fahrbahn	rijbaan	переулок	carril	voie	pruh	#VALUE!	Vozovka	pruh	pruh	způsob
čuráček	dick	Schwanz	Dick	Дик	polla	queue	Dick	#VALUE!	Dick	Dick	kohout	ocas
ďasík	Ďasik	Ďasik	Ďasik	Ďasik	Ďasik	Ďasik	Ďasik	#VALUE!	Ďasik	Ďasik	Ďasik	Ďasik
ďubinka	Ďubinka	Ďubinka	Ďubinka	Ďubinka	Ďubinka	Ďubinka	Ďubinka	#VALUE!	Ďubinka	Ďubinka	Ďubinka	Ďubinka
ďubička	jub	Jub	jubelen	брюк	jub	secouer	Jub	#VALUE!	jásat	kalhoty	Jub	otřást
ďáblík	devil	Teufel	duivel	дьявол	demonio	diable	ďábel	#VALUE!	ďábel	ďábel	zlo	ďábel
ďáblíček	devil	Teufel	duivel	дьявол	demonio	diable	ďábel	#VALUE!	ďábel	ďábel	zlo	ďábel
ňadérko	breast	Brust	borst	грудь	seno	Sein	prsa	#VALUE!	hruď	prsa	prsa	Prsa
ňadýrko	breast	Brust	borst	грудь	seno	Sein	prsa	#VALUE!	hruď	prsa	prsa	Prsa
řádeček	order	bestellen	bestellen	заказ	ordenar	ordre	objednat	#VALUE!	objednat	objednat	organizovat	objednat
pořádek	order	bestellen	bestellen	заказ	ordenar	ordre	objednat	#VALUE!	objednat	objednat	organizovat	objednat
úřadek	office	Büro	kantoor	офис	oficina	Bureau	kancelář	#VALUE!	kancelář	kancelář	kancelář	Lavice
úřadeček	office	Büro	kantoor	офис	oficina	Bureau	kancelář	#VALUE!	kancelář	kancelář	kancelář	Lavice
úředníček	official	offiziell	officieel	чиновник	oficial	officiel	oficiální	#VALUE!	oficiálně	oficiální	oficiální	oficiální
nářadíčko	tool	Werkzeug	hulpmiddel	инструмент	herramienta	outil	nástroj	#VALUE!	pomoc	nástroj	nástroj	nástroj
řádečka	line	Linie	lijn	линия	línea	ligne	čára	#VALUE!	čára	čára	čára	čára
řapíček	petiole	Blattstiel	bladsteel	черешка	pecíolo	pétiole	řapík	Řapík	Leafsteel	řapík	řapík	řapík
řasenka	mascara	Maskara	mascara	тушь	máscara	mascara	řasenka	#VALUE!	řasenka	Řasenka	maska	řasenka
řasinka	cilia	Zilien	Cilia	реснички	cilios	cils	řasy	#VALUE!	Řasy	řasy	řasy	řasa
řasička	mesh	Gittergewebe	mazen	сетка	malla	engrener	pletivo	Mřížka	pletivo	mřížka	pletivo	pletivo
ředkvička	radish	Rettich	radijs	редька	rábano	un radis	ředkev	#VALUE!	ředkev	ředkev	ředkev	ředkev
řeholníček	religious	religiös	religieus	религиозный	religioso	religieux	náboženský	#VALUE!	náboženský	náboženský	náboženský	náboženský
řemenička	buff	polieren	buffel	бафф	fuerte	chamois	fanoušek	#VALUE!	buvol	Fanoušek	silný	kamzík
řemének	belt	Gürtel	riem	пояс	cinturón	ceinture	pás	#VALUE!	Pás	pás	pás	pás
řemínek	strap	Gurt	band	ремень	Correa	sangle	popruh	#VALUE!	kapela	pás	Pás	popruh
řemeslníček	craft	Boot	ambacht	ремесло	artesanía	artisanat	řemeslo	#VALUE!	řemeslo	řemeslo	řemeslo	umění a řemesla
řemeslíčko	craft	Boot	ambacht	ремесло	artesanía	artisanat	řemeslo	#VALUE!	řemeslo	řemeslo	řemeslo	umění a řemesla
řemesílko	craft	Boot	ambacht	ремесло	artesanía	artisanat	řemeslo	#VALUE!	řemeslo	řemeslo	řemeslo	umění a řemesla
řepka	rape	vergewaltigen	verkrachting	изнасилование	violación	râpé	znásilnění	znásilnění	znásilnění	znásilnění	porušení	strouhaný
řepík	beet	Rübe	biet	Свекла	remolacha	betterave	řepa	#VALUE!	řepa	Řepa	červená řepa	řepa
řetízek	chain	Kette	ketting	цепь	cadena	chaîne	řetěz	#VALUE!	řetěz	řetěz	tětiva	řetěz
řetízeček	chain	Kette	ketting	цепь	cadena	chaîne	řetěz	#VALUE!	řetěz	řetěz	tětiva	řetěz
řevnivůstka	roller	Rolle	rol	роллер	rodillo	rouleau	váleček	#VALUE!	role	Váleček	váleček	válec
pořízek	foil	vereiteln	folie	фольга	frustrar	déjouer	fólie	#VALUE!	fólie	fólie	zmařit	překazit
výřezek	cut-off	abgeschnitten	afsnijden	отрезать	cortar	couper	odříznout	odříznout	odříznout	odříznout	střih	řezat
řezbička	carving	Carving	snijwerk	резьба	tallado	sculpture	řezba	#VALUE!	řezací práce	vlákno	řezba	sochařství
řezáček	butcher	Metzger	slager	мясник	carnicero	Boucher	řezník	#VALUE!	Řezník	řezník	Řezník	Řezník
řimbuček	Říimbuček	Říimbuček	Říimbuček	Řiimbuček	Říimbuček	Říimbuček	Íimbu	#VALUE!	Íimbu	Žíimbu	Íimbu	Íimbu
výronek	spray	sprühen	spray	спрей	rociar	vaporisateur	sprej	#VALUE!	sprej	sprej	sprej	sprej
řečinka	slicer	Slicer	snijmans	слайсер	cortadora	trancheuse	kráječ	#VALUE!	příbory	Slizér	Řezačka	kráječ
říkáníčko	saying	Sprichwort	gezegde	высказывание	dicho	en disant	rčení	rčení	přísloví	tvrzení	rčení	rčení
větráček	fan	Fan	fan	поклонник	admirador	ventilateur	fanoušek	#VALUE!	fanoušek	fanoušek	fanoušek	fanoušek
ředitýlek	diluted	verdünnt	verdund	разбавленный	diluido	dilué	zředěný	#VALUE!	zředěný	zředěný	zředěný	zředěný
řízeníčko	driving	Fahren	het rijden	вождение	conduciendo	conduite	jízda	#VALUE!	řízení	jízda	jízda	chování
ředinečka	radio	Radio	radio-	радио	radio	radio	rádio	#VALUE!	rádio	rádio	rádio	rádio
říjnička	October	Oktober	oktober	Октябрь	Octubre	Octobre	říjen	#VALUE!	říjen	říjen	říjen	říjen
římsička	ledge	Leiste	richel	выступ	repisa	rebord	římsa	#VALUE!	římsa	výčnělek	police	příruba
římska	Roman	römisch	Romein	Римский	romano	romain	římský	#VALUE!	římský	římský	římský	římský
zříceninka	ruin	zugrunde richten	ruïneren	руина	ruina	ruine	zřícenina	#VALUE!	zřícenina	zřícenina	zřícenina	zřícenina
řízkovnička	cuttop	Cuttop	mattop	разрез	chorro	couper	cuttop	#VALUE!	Mattop	řez	proud	řezat
šablonka	template	Schablone	sjabloon	шаблон	modelo	modèle	šablona	#VALUE!	šablona	vzorek	Modelka	Modelka
šachovnička	chessboard	Schachbrett	schaakbord	шахматная доска	tablero de ajedrez	échiquier	šachovnice	Šachovnice	šachovnice	Šachová deska	šachovnice	šachovnice
šachtička	shaft	Welle	schacht	вал	eje	arbre	Hřídel	#VALUE!	Hřídel	Hřídel	osa	strom
šafránek	saffron	Safran	saffraan	шафран	azafrán	Safran	šafrán	#VALUE!	šafrán	šafrán	šafrán	Šafrán
šakalík	jackal	Schakal	jakhals	шакал	chacal	chacal	šakal	#VALUE!	šakal	šakal	šakal	šakal
šakálek	jackle	Jackle	jackle	Джекл	mango	se coiffer	Jackle	#VALUE!	Jackle	Jackl	mango	styl
šalinka	saline	Salzlösung	zoutoplossing	солевой раствор	salina	saline	solný	Solný roztok	solný	Solný roztok	solný	solný
šalvějka	sage	Salbei	verstandig	мудрец	sabio	sauge	šalvěj	#VALUE!	moudrý	šalvěj	moudrý	šalvěj
šamstřík	shit	Scheisse	schijf	дерьмо	mierda	merde	hovno	#VALUE!	disk	hovno	hovno	hovno
šansonetka	chansonet	Chansonet	chansonet	Шансон	chanonet	chansonet	Chansonet	#VALUE!	Chansonet	Chanson	CHANONET	píseň
šarnýrek	shame	Schande	schaamte	стыд	verguenza	la honte	ostuda	#VALUE!	ostuda	ostuda	ostuda	ostuda
šaržička	batch	Charge	partij	партия	lote	lot	dávka	#VALUE!	postranní	zásilka	dávka	dávka
šatlavka	dress	Kleid	jurk	платье	vestir	robe	šaty	#VALUE!	šaty	šaty	mít na sobě	šaty
šatnička	dressing	Dressing	dressing	заправка	vendaje	pansement	obvaz	#VALUE!	Obvaz	tankování	obvaz	Podložka
šatníček	wardrobe	Kleiderschrank	garderobe	гардероб	guardarropa	penderie	šatník	šatník	šatník	šatník	šatník	šatník
šavlenka	saber	Säbel	sabel	саблин	sable	sabre	šavle	#VALUE!	šavle	Sablin	šavle	šavle
šavlička	saber	Säbel	sabel	саблин	sable	sabre	šavle	#VALUE!	šavle	Sablin	šavle	šavle
šedinka	gray	grau	grijs	серый	gris	grise	šedá	#VALUE!	šedá	Šedá	Šedá	Šedá
šediváček	gray	grau	grijs	серый	gris	grise	šedá	#VALUE!	šedá	Šedá	Šedá	Šedá
šediveček	gray	grau	grijs	серый	gris	grise	šedá	#VALUE!	šedá	Šedá	Šedá	Šedá
šedáček	gray	grau	grijs	серый	gris	grise	šedá	#VALUE!	šedá	Šedá	Šedá	Šedá
šelmička	beast	Tier	beest	зверь	bestia	la bête	bestie	#VALUE!	bestie	zvíře	bestie	zvíře
šeptálek	whisper	flüstern	fluisteren	шепот	susurro	chuchotement	šepot	#VALUE!	šeptat	šepot	šepot	šepot
šeptáček	whisper	flüstern	fluisteren	шепот	susurro	chuchotement	šepot	#VALUE!	šeptat	šepot	šepot	šepot
šeredka	scent	Duft	geur	запах	aroma	parfum	vůně	#VALUE!	zápach	čich	čich	vůně
šerčička	sherry	Sherry	sherry	Шерри	Jerez	Sherry	sherry	#VALUE!	sherry	Sherry	Sherry	Sherry
šesteráček	sifer	Sifer	rand	Сифер	reflejo	sifer	Sifer	#VALUE!	okraj	Sifer	odraz	Sifer
šestinedělka	woman in childbed	Wöchnerin	kraamvrouw	Женщина в родословной	Mujer en la cama del niño	Femme dans le lit d'enfant	šestinedělka	#VALUE!	Mateřská žena	Žena v rodokmenu	Žena v posteli dítěte	Žena v posteli dítěte
šestitunka	six	sechs	zes	шесть	seis	six	šest	#VALUE!	šest	šest	šest	šest
šestáček	six	sechs	zes	шесть	seis	six	šest	#VALUE!	šest	šest	šest	šest
šetřílek	saving	sparen	besparing	сохранение	ahorro	économie	Úspora	#VALUE!	Úspora	zachování	Úspora	ekonomika
šešulka	bump	stoßen	buil	удар	bulto	cogner	narazit	#VALUE!	narazit	udeřil	balík	narazit
šibenička	gall	Galle	gal	галстук	hiel	fiel	žluč	#VALUE!	žluč	kravata	žluč	žluč
šibeničníček	gallows	Galgen	galg	виселица	horca	potence	šibenice	#VALUE!	šibenice	šibenice	Gallow	zastavit
šimlík	tun	Tun	tun	тун	tonel	tonneau	káď	#VALUE!	káď	káď	hlaveň	hlaveň
šimlíček	tag	Schild	label	ярлык	etiqueta	étiquette	štítek	#VALUE!	označení	označení	označení	označení
širočinka	wider	breiter	breder	Шире	más amplio	plus large	širší	#VALUE!	širší	Širší	širší	širší
širáček	width	Breite	breedte	ширина	ancho	largeur	šířka	#VALUE!	šířka	šířka	šířka	Lenght
šištička	cone	Kegel	ijshoorntje	конус	cono	cône	kužel	#VALUE!	zmrzlina	kužel	kužel	kužel
škamnička	robe	Kleid	gewaad	халат	túnica	peignoir	župan	#VALUE!	župan	župan	Tunica	oblékání
škapulířek	jerk	Ruck	eikel	придурок	imbécil	secousse	blbec	#VALUE!	blbec	blbec	blázen	blbec
škartička	graft	Transplantat	enten	поступок	injerto	greffer	štěp	štěp	štěp	Akt	štěp	štěp
škatulka	box	Kasten	doos	коробка	caja	boîte	box	#VALUE!	box	box	pokladna	box
škatulička	box	Kasten	doos	коробка	caja	boîte	box	#VALUE!	box	box	pokladna	box
škeblička	clam	Muschel	schulden	моллюсков	almeja	palourde	škeble	#VALUE!	dluh	Měkkýši	škeble	škeble
šklebek	grin	Grinsen	grijns	ухмылка	sonrisa	sourire	úsměv	#VALUE!	úsměv	Smiremer	úsměv	úsměv
šklebílek	grip	Griff	greep	схватить	agarre	saisir	rukojeť	#VALUE!	rukojeť	Urvat	rukojeť	pro vstup
poškoláček	snack	Snack	tussendoortje	перекус	bocadillo	goûter	Svačina	#VALUE!	Svačina	Svačina	Svačina	ochutnat
školeníčko	trainer	Trainer	trainer	тренер	entrenador	entraîneur	trenér	#VALUE!	trenér	trenér	trenér	trenér
školka	kindergarten	Kindergarten	kleuterschool	детский сад	jardín de infancia	Jardin d'enfants	mateřská školka	mateřská školka	mateřská školka	Mateřská školka	mateřská školka	Mateřská školka
školička	school	Schule	school	школа	escuela	école	škola	#VALUE!	škola	škola	škola	škola
školáček	schoolgirl	Schülerin	schoolmeisje	школьница	Chica de escuela	écolière	školačka	#VALUE!	školačka	školačka	Školní dívka	školačka
škornička	scorn	Verachtung	minachting	презрение	desdén	mépris	opovržení	opovržení	opovržení	opovržení	pohrdání	opovržení
škraloupek	crust	Kruste	korst	корка	corteza	croûte	kůra	#VALUE!	kůra	kůra	Kůra	kůra
škraloupeček	crust	Kruste	korst	корка	corteza	croûte	kůra	#VALUE!	kůra	kůra	Kůra	kůra
škrobáček	starch	Stärke	zetmeel	крахмал	almidón	amidon	škrob	#VALUE!	škrob	škrob	škrob	škrob
škrpálek	scratch	kratzen	kras	царапать	rascar	se gratter	poškrábat	#VALUE!	poškrábat	škrábat	poškrábat	poškrábat
škrtílek	strangle	erwürgen	wurgen	задушить	estrangular	étrangler	uškrtit	#VALUE!	uškrtit	uškrtit	uškrtit	uškrtit
škrábek	scratch	kratzen	kras	царапать	rascar	se gratter	poškrábat	#VALUE!	poškrábat	škrábat	poškrábat	poškrábat
výškrabeček	altitude	Höhe	hoogte	высота	altitud	altitude	nadmořská výška	#VALUE!	výška	výška	nadmořská výška	nadmořská výška
škrabálek	scribbler	Schreiberling	krabbelaar	писатель	escritorzuelo	gribouilleur	pisálek	Spisovatel	pisálek	spisovatel	pisálek	pisálek
škrábaneček	scratch	kratzen	kras	царапать	rascar	se gratter	poškrábat	#VALUE!	poškrábat	škrábat	poškrábat	poškrábat
škrabáček	scraper	Schaber	schraper	скребок	raspador	grattoir	škrabka	#VALUE!	škrabka	škrabka	škrabka	škrabka
škrábnutíčko	scratch	kratzen	kras	царапать	rascar	se gratter	poškrábat	#VALUE!	poškrábat	škrábat	poškrábat	poškrábat
záškubek	twitch	zucken	zenuwtrekking	подергивание	contracción nerviosa	tic	škubnutí	#VALUE!	tahání	Twitching	škubnutí	tic
příškvarek	migratory	wandern	migratie	миграционный	migratorio	migratoire	migrační	#VALUE!	migrace	migrace	migrační	migrační
škvareček	grease	Fett	vet	смазка	grasa	graisse	tuk	#VALUE!	Tlustý	Mazání	Tlustý	Tlustý
škvrňátko	gleam	glänzen	glans	блеск	destello	lueur	záblesk	#VALUE!	lesk	lesk	blikat	záře
škvírka	craft	Boot	ambacht	ремесло	artesanía	artisanat	řemeslo	#VALUE!	řemeslo	řemeslo	řemeslo	umění a řemesla
škvírečka	gap	Lücke	gat	зазор	brecha	écart	mezera	#VALUE!	otvor	mezera	mezera	rozdíl
škvířička	gap	Lücke	gat	зазор	brecha	écart	mezera	#VALUE!	otvor	mezera	mezera	rozdíl
škádlílek	telescop	Teleskop	telescop	Телескоп	telescop	télescoper	Telescop	#VALUE!	Telescop	Dalekohled	Telescop	Telescop
škárka	scrape	kratzen	schrapen	скрежетать	raspar	rayer	škrábanec	#VALUE!	šrot	Prsten	škrábat	poškrábat
šlahounek	tendon	Sehne	pees	сухожилие	tendón	tendon	šlacha	#VALUE!	šlacha	šlacha	šlacha	šlacha
šlápotka	steps	Schritte	stappen	шаги	pasos	pas	kroky	#VALUE!	kroky	Kroky	Kroky	ne
šlápůtka	steps	Schritte	stappen	шаги	pasos	pas	kroky	#VALUE!	kroky	Kroky	Kroky	ne
šlechtíček	breeder	Züchter	fokker	заводчик	criador	éleveur	chovatel	#VALUE!	chovatel	chovatel	chovatel	chovatel
šlehounek	whip	Peitsche	zweep	хлыст	látigo	fouet	bič	#VALUE!	bič	bič	bič	bič
šlofíček	nap	Nickerchen	dutje	дремот	siesta	sieste	zdřímnutí	zdřímnutí	zdřímnutí	Dremot	zdřímnutí	siesta
šlojířek	Slogether	Schlampig	Slogan	Разжигание	Pendiente	Gêné	Slogether	#VALUE!	Heslo	Ovoce	Náušnice	Nepříjemný
šmelinka	grind	mahlen	malen	молоть	moler	moudre	mletí	#VALUE!	mletí	mletí	Mletí	mletí
šmudlík	smudge	verschmieren	vlekken	размазывать	mancha	tache	zamazat	nátěr	skvrny	nátěr	skvrna	skvrna
šmíráček	sneer	spotten	grijns	посмеить	burla	ricanement	úšklebek	#VALUE!	úsměv	smích	výsměch	úšklebek
šneček	snail	Schnecke	slak	уловка	caracol	escargot	hlemýžď	#VALUE!	hlemýžď	trik	hlemýžď	hlemýžď
šnurbártek	snortele	Snortele	snuifele	снортеле	snortele	snortele	snortetele	#VALUE!	šňupací tabák	panák	Snortetele	Snortetele
šohajek	shohajek	Shohajek	shohajek	Шохаджек	shohajek	shohajek	Shohajek	#VALUE!	Shahajek	Shohadzek	Shohajek	Shohajek
šohaječek	Shohajek	Shohajek	Shohajek	Шохаджек	Shohajek	Shohajek	Shohajek	#VALUE!	Shahajek	Shohadzek	Shohajek	Shohajek
šosáček	shoser	Schuher	schutter	Шозер	shoser	plus vif	Shoser	#VALUE!	střelec	Shosker	Shoser	energické
šoteček	graft	Transplantat	enten	поступок	injerto	greffer	štěp	štěp	štěp	Akt	štěp	štěp
šotolinka	gravel	Kies	grind	гравий	grava	gravier	štěrk	#VALUE!	štěrk	štěrk	štěrk	štěrk
šoufek	coarse	grob	ruw	грубый	grueso	grossier	Hrubý	#VALUE!	hrubý	hrubý	tlustý	hrubý
šupáček	scaler	Scaler	scaleer	прозрачный	escalador	écailleur	Scaler	#VALUE!	Scal	průhledný	Scaler	Scaler
šouráček	scrater	Scrater	scrater	скратер	ratero	gâchis	Scarter	#VALUE!	Scarter	Scratter	kapsář	nepořádek
šošovička	Šošovička	Šošovička	Šošovička	Шошовичка	Šošovička	Šošovička	Šešovička	#VALUE!	Šešovička	Shoshovichka	Šešovička	Šešovička
špachtlička	spatula	Spatel	spatel	шпатель	espátula	spatule	špachtle	#VALUE!	špachtle	Putty nůž	špachtle	špachtle
špalík	block	Block	blok	блокировать	bloquear	bloquer	blok	#VALUE!	blok	blok	blok	Zablokovat
špalíček	block	Block	blok	блокировать	bloquear	bloquer	blok	#VALUE!	blok	blok	blok	Zablokovat
špatnůstka	badness	Schlechtigkeit	slechtheid	злость	maldad	méchanceté	špatnost	špatnost	špatnost	hněv	zlo	zlomost
špačík	pantry	Speisekammer	voorraadkast	кладовая	despensa	garde-manger	spíž	Spíž	spíž	spíž	spíž	spíž
špačíček	peak	Gipfel	piek	вершина горы	cima	de pointe	vrchol	#VALUE!	vrchol	vrchol	horní	vrchol
špejlička	skewer	Spieß	vleespen	шампур	brocheta	brochette	špíz	#VALUE!	špíz	špíz	špíz	špíz
špekáček	sausage	Würstchen	worst	колбаса	embutido	saucisson	klobása	#VALUE!	klobása	klobása	klobása	klobása
špíček	pinch	Prise	kneep	ущипнуть	pellizco	pincer	špetka	#VALUE!	špetka	špetka	špetka	špetka
napínáček	tensioner	Spanner	spanner	натяник	tensor	tendeur	napínač	#VALUE!	napínač	Těsný	Tenzor	napínač
špendlíček	pin	Stift	pin	штырь	alfiler	broche	kolík	#VALUE!	kolík	kolík	kolík	kolík
špenátek	spinach	Spinat	spinazie	шпинат	espinaca	épinard	špenát	#VALUE!	Špenát	špenát	špenát	špenát
špetička	pinch	Prise	kneep	ущипнуть	pellizco	pincer	špetka	#VALUE!	špetka	špetka	špetka	špetka
